"Outra pobre vítima...","Yet another poor victim...","Otra pobre víctima..."
"ofegante* *suspirando* Ei, Velhote ... O que... correr 20 quilômetros... tem a ver... com pesca ...?","*huff* *puff* Hey, Pops... What does...sprinting 20 kilometers...have to do...with fishing...?","*jadeo* *tos* Oiga, abuelo... ¿Qué tiene que ver... correr veinte kilómetros... con la pesca?"
"Você não vai pegar nada sendo tão fracote assim! Temos que te deixar musculoso!","Ya won't be catchin' anything with them scrawny little stick limbs! We gotta get ya buffed up!","¡Jamás lograrás atrapar nada bueno siendo un alfeñique! ¡Tenemos que ponerte en forma!"
"Vai andando! Agora quero cinco Bremas! E não comece a fazer bico, ou uma gaivota vai fisgar seus lábios!","Off you go! I want to see five bream! And don't start poutin', or a seagull's gonna walk on yer lip!","¡Muévete ya! ¡Quiero aquí los cinco besugos! ¡Y menos morritos, a ver si se te posa una gaviota en el labio!"
"A próxima tarefa são cinco Achigãs! Vá e dê tudo de si, aprendiz!","The next assignment is five black bass! Go and give it everything ya got, apprentice!","¡Ahora te voy a encargar cinco lubinas! ¡Demuéstrame lo que eres capaz de hacer, aprendiz!"
"Espero que você não esteja abusando dos nossos esforços para obter lucro fácil, viu, velho?","I trust that you are not abusing our labors for the purpose of easy profit, old man?","Espero que no nos esté exprimiendo para ganarse unos cuartos, yayo."
"Ah, e uma comissãozinha seria algo ruim? Tô ensinando técnicas inestimáveis aqui, sua revista flutuante!","Oh, and would a little compensation be a bad thing? I'm teachin' invaluable techniques here, ya floating magazine!","No creo que unas cuantas monedas le hagan daño a nadie. ¡Mis lecciones tienen un valor incalculable, revista volante!"
"Mentiras! Está claro que o dinheiro é o seu objetivo final—e Grimório Weiss NÃO deve ser comparado a um mero jornalzinho!","Lies! It is clear that money is your ultimate goal—and Grimoire Weiss is NOT to be referred to as a mere periodical!","¡Paparruchas! ¡Es obvio que quiere llenarse los bolsillos! ¡Y Grimoire Weiss no tiene nada de revista, que lo sepa!"
"Eu peguei os peixes, Velhote.","I caught the fish, Pops.","He conseguido los peces, abuelo."
"Mas olha só! Rapadura é doce mas não é mole não, hein! Isso é um bom trabalho, jovem. Continue assim e talvez você tenha uma chance de pegar... O Peixe.","Well, raise the mainsail and call me Cletus! That's some nice work, youngster. Keep it up, and ya just might have a chance of catching...The Fish.","¡Por los dioses, por la patria y por el rey! Cada vez me sorprendes más, pillastre. A este ritmo, pronto estarás capacitado para atrapar... al auténtico pez."
"Qual peixe?","Which fish?","¿Qué pez?"
"Quem sabe um dia eu te diga. Agora deixa eu te mostrar a próxima técnica...","Perhaps the day'll come when I tell ya. Now lemme show ya the next technique...","Todo a su debido tiempo. Ahora te voy a enseñar una nueva técnica..."
"......","......","......"
".........",".........","........."
".........",".........","........."
".........",".........","........."
"Você está em um patamar completamente diferente, peixinho! Não concorda?","Yer on a whole different level now, ya wee minnow! Don't ya agree?","¡Ya has alcanzado un nivel extraordinario, saltamontes! ¿Te has dado cuenta?"
"Bem, com certeza melhorei. Mas ainda acho que seu treinamento é muito mais difícil do que o necessário.","Oh, I've certainly improved. But I still feel like your training is way harder than it needs to be...","Sí, sí que he mejorado. Aun así, pienso que estoy siendo sometido a un entrenamiento innecesariamente duro."
"Não existem atalhos na vida, filho!","Ain't no shortcuts in life, son!","¡En la vida no hay atajos, hijo mío!"
"Já pescou meus cinco Achigãs?","Do ya have my five black bass?","¿Me has traído las cinco lubinas?"
"(Com licença, senhor. Tenho um pedido urgente.)","(Excuse me, sir. I have an urgent request.)","(Disculpe, señor. Tengo un asunto urgente que atender)."
"O que foi?","What is it?","¿De qué se trata?"
"(Recebemos notícias de que bandidos invadiram o Templo Árido. No entanto, as regras nos impedem de entrar no templo e lidar com os invasores.)","(We've received word that bandits are breaking into the Barren Temple. However, the rules prevent us from entering the temple and dispatching the intruders.)","(Nos han dicho que los bandidos están irrumpiendo en el Templo Árido. Sin embargo, las normas nos impiden el acceso y no podemos encargarnos de los intrusos)."
"(Por isso, gostaríamos que você eliminasse os ladrões em nosso lugar.)","(Therefore, we would like you to eliminate the thieves in our stead.)","(Por ello, nos gustaría que usted los eliminara por nosotros)."
"Parece meu tipo de trabalho.","Sounds like my kind of job.","El tipo de trabajo que me gusta."
"(Por favor, tenha cuidado. Já é ruim o suficiente saber que os bandidos estão em nosso lugar mais sagrado, mas se eles tocarem no selo...)","(Please be careful. It's bad enough that the bandits are in our most sacred place, but if they were to touch the seal...)","(Mucho cuidado. Ya tenemos bastante con que hayan profanado nuestro lugar más sagrado, pero como encima toquen el sello...)."
"Desculpe, que selo?","Sorry, the seal?","Disculpa, ¿el sello?"
"(A lenda conta sobre uma poderosa Sombra que está aprisionada em uma seção do templo.)","(Legend tells of a powerful Shade that has been locked away in a section of the temple.)","(Cuenta la leyenda que una poderosa Sombra permanece encerrada en una sección del templo)."
"(Se eles esbarrarem nesse selo durante a busca pelo tesouro...)","(If they stumble across it during their search for treasure...)","(Como se topen con ella mientras buscan tesoros...)."
"Mmm, sim, seria ruim. Para os bandidos também.","Mmm, yes, that would be bad. And for the bandits as well.","Mmm, sí, sería horrible. Y para esos vándalos, también."
"Vamos.","Let's go.","Vamos."
"(Por favor, tragam os bandidos para nós!)","(Please dispatch the bandits for us!)","(Por favor, ¡acabe con esos bandidos en nuestro nombre!)."
"Huh? Tem alguém na frente do templo.","Huh? Someone's in front of the temple.","¿Mmm? Hay alguien delante del templo."
"Ajuda... Ajuda!","Help... Help!","¡S-socorro! ¡Socorroooo!"
"Você deve ser um dos bandidos. O que aconteceu?","You must be one of the bandits. What happened?","Tú debes de ser uno de los bandidos. ¿Qué ha ocurrido?"
"Há uma enorme Sombra lá dentro! Estávamos apenas procurando por tesouros—digo, hum—Não importa, é ENORME!","Th-there's a huge Shade inside! We were just looking for treas— I mean, um... Anyway, it's HUGE!","¡A-adentro hay una Sombra inmensa! Habíamos entrado a buscar tes... Ehhh, mmm... ¡Eso, inmensa!"
"Eu consegui sair, mas meus colegas ladrões—quer dizer, amigos—ainda estão lá dentro!","I made it out, but my fellow thiev—uh, I mean, friends—are still in there!","Yo he logrado salir, pero los otros ladr... Digo, mmm... ¡Que mis amigos siguen allí!"
"Parece que o pior cenário aconteceu.","It seems the worst-case scenario has come to pass.","Parece que estamos ante una situación bastante peliaguda."
"Danem-se esses caras. Cada cachorro que lamba sua própria ferida.","Screw these guys. They made their bed, let 'em shit in it.","Que les den a esos gañanes. Ahora, que se jodan."
"Se aquela Sombra é tão grande quanto afirmam, é perigoso demais para deixá-la viver.","If that Shade is as big as they claim, it's too dangerous to let it live.","Si esa Sombra es tan grande como dicen, sería demasiado peligrosa dejarla con vida."
"Vamos lá resolver isso.","Let's go in and take care of it.","Vamos a entrar a por ella."
"Aquela Sombra pegou meus amigos! Você precisa ajudá-los!","That Shade got my friends! You gotta help 'em out!","¡Esa sombra tiene a mis amigos! ¡Tienes que ayudarles!"
"Eles meio que estavam pedindo por isso, mas tudo bem. Oh, fique aqui até voltarmos!","They sort of had it coming, but fine. Oh, stay here until we get back!","Se lo han buscado, pero bueno. Ah, ¡de aquí no te muevas hasta que volvamos!"
"Vou é vazar daqui antes desses caras voltarem—","I'm getting outta here before those guys get ba—","Ya me estoy yo quitando de en med..."
"Oh ho! Receio que você tenha criado esse plano brilhante um pouco tarde demais!","Oh ho! I'm afraid you came up with that brilliant scheme a little too late!","¡Ja! ¡Me temo que te ha salido el tiro por la culata!"
"Ah! Droga!","Gah! Dammit!","¡Buf! ¡Me cago en...!"
"Argh!","Augh!","¡Ayyy!"
"Não faria isso se fosse você.","I wouldn't if I were you.","Yo que tú no lo haría."
"Cala a boca, você!","Shut up, you!","¡Cierra el pico!"
"Vou te pegar! Eu vou te pegar por causa disso!","I'll get you! I'll get you for this!","¡Deja que te atrape! ¡Esta me la vas a pagar!"
"Cala a boca antes que eu arranque seus braços, enfie um pau no seu rabo e te transforme em espetinho!","Shut the hell up before I tear off your arms, ram a stick up your ass, and turn you into a kebab!","¡Cierra la puta boca o te arranco los brazos de cuajo, te empalo por el ojete y te dejo hecho un pincho moruno!"
"Eek! Mantenha ela longe de mim!","Eeek! Keep her away from me!","¡Aaah! ¡Quitádmela de encima!"
"O fato de você ter conseguido conter esse arruaceiro apenas com palavras é um testemunho do seu discurso vulgar e caráter vil!","That you were able to restrain that hooligan with words alone is testament to your vulgar speech and vile character!","¡Que hayas sido capaz de mantener a raya a ese vándalo solo con palabras, es evidencia de tu vulgar vocabulario y de tu cruel carácter!"
"Enfia isso no seu índice, livro.","Cram it up your index, book.","Arráncate las páginas, folleto."
"Se vocês terminaram de bater boca, vamos amarrar esse cara e voltar logo.","If you guys are done snarking at each other, let's tie this guy up and get back already.","Si ya habéis terminado de ladraros, atemos a este tipo y regresemos de una vez."
"Sentenciaram o bandido a dez anos de prisão.","They sentenced the bandit to ten years in prison.","Han condenado al bandido a diez años de prisión."
"O selo estava aberto quando chegamos lá, mas derrotamos a Sombra.","The seal was open when we got there, but we defeated the Shade.","El sello estaba abierto cuando llegamos, pero pudimos derrotar a la Sombra."
"(Obrigado. Eu sabia que era adequado para concluir a tarefa.)","(Thank you. I knew you were up to the task.)","(Gracias. Sabía que podía contar con vosotros)."
"(O rei envia este pagamento com seus cumprimentos.)","(The king sends this payment with his compliments.)","(El rey os hace llegar esta recompensa con sus felicitaciones)."
"Ei, você tem um momento?","Hey, you got a moment?","Oye, ¿tienes un segundo?"
"Você costumava ser amigo da mulher do farol, certo?","You used to be friends with the lighthouse lady, right?","Vosotros erais amigos de la anciana del faro, ¿verdad?"
"Pelo que me lembro, basicamente nos odiávamos.","As I remember it, we basically hated each other.","Si no recuerdo mal, nos odiábamos mutuamente."
"Oh. ...Bem, você pelo menos <FONT=ITALIC>conversava</FONT> com ela, certo? Posso pedir um favor?","Oh. ...Well, you at least <FONT=ITALIC>talked</FONT> to her, right? Could I ask you a favor?","Ah. Bueno, pero <FONT=ITALIC>la conocíais</FONT>, ¿no? ¿Os puedo pedir un favor?"
"O que seria?","What is it?","¿Qué pasa?"
"O farol está em boas condições agora, mas vai desgastar eventualmente; gostaríamos de ter peças prontas para reposição.","The lighthouse is in good shape now, but it's going to wear out eventually; we'd like to have replacement parts ready. ","El faro está en buen estado, pero se irá deteriorando poco a poco. Nos gustaría disponer de algunas piezas de repuesto. "
"Você acha que poderia conseguir as peças do Lixão para mim?","You think you could get the parts from the Junk Heap for me?","¿Podríais ir a por ellas a la chatarrería?"
"Tenho certeza de que a senhora do farol ficaria muito grata, onde quer que ela esteja.","I'm sure the lighthouse lady would be appreciative, wherever she is.","Seguro que la anciana del faro os lo agradecería, allá donde esté."
"Sim, tudo bem.","Yeah, all right.","Vale, de acuerdo."
"Obrigado. Acho que vamos precisar de dez Lentes Quebradas e dez Baterias Quebradas.","Thank you. I think we'll need ten broken lenses and ten broken batteries.","Gracias. Nos harán falta diez lentes rotas y diez baterías en mal estado."
"E enquanto você estiver por lá, dez Interruptores Misteriosos seriam legais também.","And while you're at it, ten mysterious switches would be nice, too.","Y, ya que estamos, unos diez interruptores misteriosos nos vendrían de maravilla."
"Consegui as peças.","I've got your gear.","Traigo tu equipo."
"Muito obrigado. Aqui está o seu pagamento.","Thanks a bunch. Here's your payment.","Muchas gracias. Toma tu recompensa."
"A velha dama já se foi, mas precisamos manter este farol funcionando.","The old lady's gone now, but we need to keep this lighthouse going.","La anciana ya nos dejó, pero el faro ha de seguir operativo."
"Precisaremos de dez lentes quebradas, dez Baterias Quebradas e dez Interruptores Misteriosos.","We'll need ten broken lenses, ten broken batteries, and ten mysterious switches. ","Necesitaremos diez lentes rotas, diez baterías en mal estado y diez interruptores misteriosos. "
"Ah, é você! Ouvi muitas histórias sobre você. Começando a criar certa reputação, hein?","Ah, it's you! I've heard a great many stories about you. Making quite the name for yourself, hmm?","¡Ah, eres tú! He oído grandes historias sobre ti. Forjándote una reputación, ¿eh?"
